#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
135,Tue Feb 15 20:59:29 EST 2022,44,0,PartitionerClassFactoryAndObject,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,16,1,true,PartitionerClass PartitionerFactory PartitionerObject , , ,PartitionerClass-(5.0/5.0) PartitionerFactory-(10.0/10.0) PartitionerObject-(10.0/10.0) , ,
136,Tue Feb 15 20:59:33 EST 2022,44,0,BarrierJoinSynchronizationClassAndObject,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,16,2,true,Barrier BarrierClass EarlyJoin JoinerClass LateJoin , , ,Barrier-(40.0/40.0) BarrierClass-(5.0/5.0) EarlyJoin-(20.0/20.0) JoinerClass-(5.0/5.0) LateJoin-(20.0/20.0) , ,
137,Tue Feb 15 21:01:00 EST 2022,44,0,MultiThreadSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,16,3,true,MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads , , ,MultiThreadSumBoundedBuffer-(0.0/5.0) MultiThreadSumBulkPartialReduce-(0.0/5.0) MultiThreadSumMultiplePartialReduce-(0.0/5.0) MultiThreadSumMultipleRoundSynchronization-(0.0/5.0) MultiThreadSumResult-(0.0/5.0) MultiThreadSumThreads-(0.0/5.0) , ,
138,Tue Feb 15 21:01:09 EST 2022,44,0,PartitionedReduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,16,4,true,StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce ,MultiThreadTokenCountResult , ,StandAloneTokenCountPartition1Reduce-(0.0/25.0) StandAloneTokenCountPartition2Reduce-(0.0/25.0) StandAloneTokenCountPartition3Reduce-(0.0/25.0) , ,
139,Tue Feb 15 21:01:09 EST 2022,44,0,MultiThreadSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,16,5,true,MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads , , ,MultiThreadSumBoundedBuffer-(0.0/5.0) MultiThreadSumBulkPartialReduce-(0.0/5.0) MultiThreadSumMultiplePartialReduce-(0.0/5.0) MultiThreadSumMultipleRoundSynchronization-(0.0/5.0) MultiThreadSumResult-(0.0/5.0) MultiThreadSumThreads-(0.0/5.0) , ,
140,Tue Feb 15 21:01:14 EST 2022,44,0,StandAloneTokenCountPartition1Reduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,16,6,false, , , ,StandAloneTokenCountPartition1Reduce-(0.0/25.0) , ,
141,Tue Feb 15 21:01:22 EST 2022,44,0,A2SpecificStyleSuite,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,16,7,true,A2ExpectedCalls A2ExpectedGetters A2ExpectedSetters A2ExpectedSignatures , , ,A2ExpectedCalls-(14.5/20.0) A2ExpectedGetters-(2.0/3.0) A2ExpectedSetters-(0.0/3.0) A2ExpectedSignatures-(3.3/5.0) , ,
142,Tue Feb 15 21:01:25 EST 2022,44,0,MultiThreadTokenCounts,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,16,8,true,MultiThreadTokenCountResult TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads , , ,MultiThreadTokenCountResult-(10.0/10.0) TokenCountBoundedBuffer-(10.0/10.0) TokenCountBulkPartialReduce-(0.0/10.0) TokenCountMultiplePartialReduce-(0.0/10.0) TokenCountMultipleRoundSynchronization-(10.0/10.0) TokenCountThreads-(10.0/10.0) , ,
143,Tue Feb 15 21:01:27 EST 2022,44,0,A2GeneralStyleSuite,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,16,9,true,A2AccessModifiersMatched A2InterfaceAsType A2MnemonicNames A2NamedConstants A2NoCheckstyleWarnings A2PublicMethodsOverride , ,A2AccessModifiersMatched A2MnemonicNames A2NoCheckstyleWarnings A2PublicMethodsOverride ,A2AccessModifiersMatched-(5.0/5.0) A2InterfaceAsType-(3.6/10.0) A2MnemonicNames-(14.7/15.0) A2NamedConstants-(1.0/1.0) A2NoCheckstyleWarnings-(0.0/20.0) A2PublicMethodsOverride-(3.1/10.0) , ,
144,Tue Feb 15 21:01:28 EST 2022,44,0,BarrierJoinSynchronizationCountsAndSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,16,10,true,SumBarrier SumJoiner TokenCountBarrier TokenCountJoiner , , ,SumBarrier-(0.0/10.0) SumJoiner-(0.0/10.0) TokenCountBarrier-(20.0/20.0) TokenCountJoiner-(20.0/20.0) , ,
145,Tue Feb 15 21:08:25 EST 2022,44,0,TokenCountBulkPartialReduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,16,11,false, , , ,TokenCountBulkPartialReduce-(0.0/10.0) , ,
146,Tue Feb 15 21:08:28 EST 2022,44,0,TokenCountMultiplePartialReduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,16,12,false, , , ,TokenCountMultiplePartialReduce-(0.0/10.0) , ,
147,Tue Feb 15 21:43:48 EST 2022,44,0,MultiThreadSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,17,0,true,MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads ,A2ConfigurationProvided , ,MultiThreadSumBoundedBuffer-(0.0/5.0) MultiThreadSumBulkPartialReduce-(0.0/5.0) MultiThreadSumMultiplePartialReduce-(0.0/5.0) MultiThreadSumMultipleRoundSynchronization-(0.0/5.0) MultiThreadSumResult-(0.0/5.0) MultiThreadSumThreads-(0.0/5.0) , ,
148,Tue Feb 15 21:43:51 EST 2022,44,0,MultiThreadSumResult,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,17,1,false, , , ,MultiThreadSumResult-(0.0/5.0) , ,
149,Tue Feb 15 21:45:15 EST 2022,44,0,PartitionerClassFactoryAndObject,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,17,2,true,PartitionerClass PartitionerFactory PartitionerObject , , ,PartitionerClass-(5.0/5.0) PartitionerFactory-(10.0/10.0) PartitionerObject-(10.0/10.0) , ,
150,Tue Feb 15 21:45:24 EST 2022,44,0,MultiThreadTokenCounts,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,17,3,true,MultiThreadTokenCountResult TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads , , ,MultiThreadTokenCountResult-(10.0/10.0) TokenCountBoundedBuffer-(10.0/10.0) TokenCountBulkPartialReduce-(0.0/10.0) TokenCountMultiplePartialReduce-(0.0/10.0) TokenCountMultipleRoundSynchronization-(10.0/10.0) TokenCountThreads-(10.0/10.0) , ,
151,Tue Feb 15 21:45:24 EST 2022,44,0,MultiThreadSumBoundedBuffer,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,17,4,false, , , ,MultiThreadSumBoundedBuffer-(0.0/5.0) , ,
152,Tue Feb 15 21:48:02 EST 2022,44,0,MultiThreadSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,18,0,true,MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads ,A2ConfigurationProvided , ,MultiThreadSumBoundedBuffer-(0.0/5.0) MultiThreadSumBulkPartialReduce-(0.0/5.0) MultiThreadSumMultiplePartialReduce-(0.0/5.0) MultiThreadSumMultipleRoundSynchronization-(0.0/5.0) MultiThreadSumResult-(0.0/5.0) MultiThreadSumThreads-(0.0/5.0) , ,
153,Mon Feb 21 12:50:55 EST 2022,44,0,A2ConfigurationProvided,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,19,0,false, , , ,A2ConfigurationProvided-(10.0/10.0) , ,
154,Mon Feb 21 12:50:57 EST 2022,44,0,PartitionerClassFactoryAndObject,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountJoiner TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBulkPartialReduce TokenCountMultiplePartialReduce , ,19,1,true,PartitionerClass PartitionerFactory PartitionerObject , , ,PartitionerClass-(5.0/5.0) PartitionerFactory-(10.0/10.0) PartitionerObject-(10.0/10.0) , ,
155,Mon Feb 21 12:51:06 EST 2022,50,6,MultiThreadTokenCounts,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce+ TokenCountJoiner TokenCountMultiplePartialReduce+ TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner , ,19,2,true,MultiThreadTokenCountResult TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads , , ,MultiThreadTokenCountResult-(10.0/10.0) TokenCountBoundedBuffer-(10.0/10.0) TokenCountBulkPartialReduce-(10.0/10.0) TokenCountMultiplePartialReduce-(10.0/10.0) TokenCountMultipleRoundSynchronization-(10.0/10.0) TokenCountThreads-(10.0/10.0) , ,
156,Mon Feb 21 12:51:13 EST 2022,50,0,BarrierJoinSynchronizationClassAndObject,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner , ,19,3,true,Barrier BarrierClass EarlyJoin JoinerClass LateJoin , , ,Barrier-(40.0/40.0) BarrierClass-(5.0/5.0) EarlyJoin-(20.0/20.0) JoinerClass-(5.0/5.0) LateJoin-(20.0/20.0) , ,
