#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
157,Mon Feb 21 12:51:30 EST 2022,65,15,MultiThreadSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer+ MultiThreadSumBulkPartialReduce+ MultiThreadSumMultiplePartialReduce+ MultiThreadSumMultipleRoundSynchronization+ MultiThreadSumResult+ MultiThreadSumThreads+ MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner , ,19,4,true,MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads , , ,MultiThreadSumBoundedBuffer-(5.0/5.0) MultiThreadSumBulkPartialReduce-(5.0/5.0) MultiThreadSumMultiplePartialReduce-(5.0/5.0) MultiThreadSumMultipleRoundSynchronization-(5.0/5.0) MultiThreadSumResult-(5.0/5.0) MultiThreadSumThreads-(5.0/5.0) , ,
158,Mon Feb 21 12:51:34 EST 2022,65,0,PartitionedReduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner , ,19,5,true,StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce , , ,StandAloneTokenCountPartition1Reduce-(0.0/25.0) StandAloneTokenCountPartition2Reduce-(0.0/25.0) StandAloneTokenCountPartition3Reduce-(0.0/25.0) , ,
159,Mon Feb 21 12:51:38 EST 2022,65,0,A2SpecificStyleSuite,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner , ,19,6,true,A2ExpectedCalls A2ExpectedGetters A2ExpectedSetters A2ExpectedSignatures , , ,A2ExpectedCalls-(14.5/20.0) A2ExpectedGetters-(2.0/3.0) A2ExpectedSetters-(0.0/3.0) A2ExpectedSignatures-(3.3/5.0) , ,
160,Mon Feb 21 12:51:40 EST 2022,65,0,A2GeneralStyleSuite,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner , ,19,7,true,A2AccessModifiersMatched A2InterfaceAsType A2MnemonicNames A2NamedConstants A2NoCheckstyleWarnings A2PublicMethodsOverride , ,A2AccessModifiersMatched A2MnemonicNames A2NoCheckstyleWarnings A2PublicMethodsOverride ,A2AccessModifiersMatched-(5.0/5.0) A2InterfaceAsType-(4.0/10.0) A2MnemonicNames-(14.6/15.0) A2NamedConstants-(1.0/1.0) A2NoCheckstyleWarnings-(0.0/20.0) A2PublicMethodsOverride-(3.1/10.0) , ,
161,Mon Feb 21 12:51:41 EST 2022,71,6,BarrierJoinSynchronizationCountsAndSum,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject SumBarrier+ SumJoiner+ TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce , ,19,8,true,SumBarrier SumJoiner TokenCountBarrier TokenCountJoiner , , ,SumBarrier-(10.0/10.0) SumJoiner-(10.0/10.0) TokenCountBarrier-(20.0/20.0) TokenCountJoiner-(20.0/20.0) , ,
162,Mon Feb 21 12:51:51 EST 2022,71,0,StandAloneTokenCountPartition1Reduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject SumBarrier SumJoiner TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce , ,19,9,false, , , ,StandAloneTokenCountPartition1Reduce-(0.0/25.0) , ,
163,Mon Feb 21 12:55:47 EST 2022,71,0,PartitionedReduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject SumBarrier SumJoiner TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce , ,20,0,true,StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce ,A2ConfigurationProvided MultiThreadTokenCountResult , ,StandAloneTokenCountPartition1Reduce-(0.0/25.0) StandAloneTokenCountPartition2Reduce-(0.0/25.0) StandAloneTokenCountPartition3Reduce-(0.0/25.0) , ,
164,Mon Feb 21 12:55:53 EST 2022,71,0,MultiThreadTokenCounts,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject SumBarrier SumJoiner TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce , ,20,1,true,MultiThreadTokenCountResult TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads , , ,MultiThreadTokenCountResult-(10.0/10.0) TokenCountBoundedBuffer-(10.0/10.0) TokenCountBulkPartialReduce-(10.0/10.0) TokenCountMultiplePartialReduce-(10.0/10.0) TokenCountMultipleRoundSynchronization-(10.0/10.0) TokenCountThreads-(10.0/10.0) , ,
165,Mon Feb 21 12:55:59 EST 2022,71,0,StandAloneTokenCountPartition1Reduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject SumBarrier SumJoiner TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce , ,20,2,false, , , ,StandAloneTokenCountPartition1Reduce-(0.0/25.0) , ,
166,Mon Feb 21 12:57:36 EST 2022,71,0,StandAloneTokenCountPartition2Reduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject SumBarrier SumJoiner TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce , ,20,3,false, , , ,StandAloneTokenCountPartition2Reduce-(0.0/25.0) , ,
167,Mon Feb 21 12:57:37 EST 2022,71,0,StandAloneTokenCountPartition3Reduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject SumBarrier SumJoiner TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce , ,20,4,false, , , ,StandAloneTokenCountPartition3Reduce-(0.0/25.0) , ,
168,Mon Feb 21 13:02:39 EST 2022,71,0,PartitionedReduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject SumBarrier SumJoiner TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce , ,21,0,true,StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce ,A2ConfigurationProvided MultiThreadTokenCountResult , ,StandAloneTokenCountPartition1Reduce-(0.0/25.0) StandAloneTokenCountPartition2Reduce-(0.0/25.0) StandAloneTokenCountPartition3Reduce-(0.0/25.0) , ,
169,Mon Feb 21 13:02:41 EST 2022,71,0,StandAloneTokenCountPartition1Reduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject SumBarrier SumJoiner TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce , ,21,1,false, , , ,StandAloneTokenCountPartition1Reduce-(0.0/25.0) , ,
170,Mon Feb 21 13:03:42 EST 2022,78,7,PartitionedReduce,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject StandAloneTokenCountPartition1Reduce+ StandAloneTokenCountPartition2Reduce+ StandAloneTokenCountPartition3Reduce+ SumBarrier SumJoiner TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings , ,22,0,true,StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce ,A2ConfigurationProvided MultiThreadTokenCountResult , ,StandAloneTokenCountPartition1Reduce-(25.0/25.0) StandAloneTokenCountPartition2Reduce-(25.0/25.0) StandAloneTokenCountPartition3Reduce-(25.0/25.0) , ,
171,Mon Feb 21 13:03:44 EST 2022,78,0,PartitionerClassFactoryAndObject,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings , ,22,1,true,PartitionerClass PartitionerFactory PartitionerObject , , ,PartitionerClass-(5.0/5.0) PartitionerFactory-(10.0/10.0) PartitionerObject-(10.0/10.0) , ,
172,Mon Feb 21 13:03:45 EST 2022,78,0,MultiThreadTokenCounts,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings , ,22,2,true,MultiThreadTokenCountResult TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads , , ,MultiThreadTokenCountResult-(10.0/10.0) TokenCountBoundedBuffer-(10.0/10.0) TokenCountBulkPartialReduce-(10.0/10.0) TokenCountMultiplePartialReduce-(10.0/10.0) TokenCountMultipleRoundSynchronization-(10.0/10.0) TokenCountThreads-(10.0/10.0) , ,
173,Mon Feb 21 13:03:50 EST 2022,78,0,BarrierJoinSynchronizationClassAndObject,A2AccessModifiersMatched A2ConfigurationProvided A2NamedConstants Barrier BarrierClass EarlyJoin JoinerClass LateJoin MultiThreadSumBoundedBuffer MultiThreadSumBulkPartialReduce MultiThreadSumMultiplePartialReduce MultiThreadSumMultipleRoundSynchronization MultiThreadSumResult MultiThreadSumThreads MultiThreadTokenCountResult PartitionerClass PartitionerFactory PartitionerObject StandAloneTokenCountPartition1Reduce StandAloneTokenCountPartition2Reduce StandAloneTokenCountPartition3Reduce SumBarrier SumJoiner TokenCountBarrier TokenCountBoundedBuffer TokenCountBulkPartialReduce TokenCountJoiner TokenCountMultiplePartialReduce TokenCountMultipleRoundSynchronization TokenCountThreads ,A2ExpectedCalls A2ExpectedGetters A2ExpectedSignatures A2InterfaceAsType A2MnemonicNames A2PublicMethodsOverride ,A2ExpectedSetters A2NoCheckstyleWarnings , ,22,3,true,Barrier BarrierClass EarlyJoin JoinerClass LateJoin , , ,Barrier-(40.0/40.0) BarrierClass-(5.0/5.0) EarlyJoin-(20.0/20.0) JoinerClass-(5.0/5.0) LateJoin-(20.0/20.0) , ,
